Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Date
2436,21,Male,Jewelry,Footwear,56,Hawaii,S,Brown,Winter,3.9,No,Store Pickup,No,No,29,Cash,Fortnightly,2024-05-18
553,24,Male,Hoodie,Clothing,58,Missouri,M,Turquoise,Fall,4.0,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Fortnightly,2024-05-18
2403,45,Male,Boots,Accessories,32,Utah,M,Olive,Summer,3.3,No,Store Pickup,No,No,31,Cash,Quarterly,2024-05-18
2019,60,Male,Jeans,Accessories,62,Arkansas,S,Black,Summer,4.5,No,2-Day Shipping,No,No,20,Bank Transfer,Annually,2024-05-18
1895,42,Male,Pants,Clothing,21,Arizona,M,Turquoise,Fall,2.4,No,2-Day Shipping,No,No,48,Debit Card,Every 3 Months,2024-05-18
736,61,Male,Sneakers,Accessories,35,Montana,M,Violet,Winter,2.7,Yes,Standard,Yes,Yes,48,Cash,Annually,2024-05-18
1160,66,Male,Sunglasses,Accessories,58,New Hampshire,L,Magenta,Fall,3.2,No,Next Day Air,Yes,Yes,46,Venmo,Every 3 Months,2024-05-18
822,62,Male,Sunglasses,Clothing,74,Vermont,M,Purple,Fall,3.0,Yes,Free Shipping,Yes,Yes,31,Credit Card,Fortnightly,2024-05-18
752,65,Male,Shirt,Accessories,83,Ohio,L,Orange,Fall,4.4,Yes,Store Pickup,Yes,Yes,1,Credit Card,Annually,2024-05-18
937,31,Male,Handbag,Footwear,26,Maine,M,Cyan,Winter,2.2,Yes,Free Shipping,Yes,Yes,28,Cash,Quarterly,2024-05-18
3873,41,Female,Boots,Outerwear,71,New Hampshire,M,Peach,Summer,2.9,No,Express,No,No,3,Cash,Bi-Weekly,2024-05-18
3147,21,Female,Hat,Clothing,48,Virginia,S,Lavender,Summer,3.2,No,Next Day Air,No,No,19,PayPal,Quarterly,2024-05-18
3832,36,Female,Gloves,Accessories,97,Nevada,L,Violet,Winter,3.0,No,Express,No,No,16,Debit Card,Quarterly,2024-05-18
950,33,Male,Sneakers,Clothing,42,Montana,M,Gold,Fall,4.0,Yes,Next Day Air,Yes,Yes,49,Venmo,Annually,2024-05-18
809,46,Male,Sweater,Footwear,79,Wisconsin,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Monthly,2024-05-18
838,25,Male,Shorts,Clothing,51,Illinois,L,Lavender,Spring,3.0,Yes,Standard,Yes,Yes,33,Cash,Every 3 Months,2024-05-18
192,64,Male,T-shirt,Accessories,63,Utah,M,Beige,Spring,4.4,Yes,Express,Yes,Yes,29,Cash,Bi-Weekly,2024-05-18
683,23,Male,Scarf,Outerwear,50,Missouri,M,Purple,Summer,4.1,Yes,Next Day Air,Yes,Yes,49,Credit Card,Every 3 Months,2024-05-18
3112,21,Female,Jeans,Accessories,91,Kansas,XL,Cyan,Spring,3.4,No,Next Day Air,No,No,25,Debit Card,Fortnightly,2024-05-18
3097,69,Female,Shoes,Clothing,53,Kansas,L,Indigo,Spring,3.7,No,Express,No,No,20,Bank Transfer,Annually,2024-05-18
589,47,Male,Jacket,Footwear,85,South Dakota,M,Beige,Winter,4.2,Yes,Express,Yes,Yes,9,Debit Card,Annually,2024-05-18
2054,19,Male,Belt,Accessories,92,Wyoming,S,Pink,Summer,4.4,No,Express,No,No,16,Credit Card,Every 3 Months,2024-05-19
3435,31,Female,Handbag,Clothing,72,Ohio,S,Pink,Summer,3.7,No,Standard,No,No,6,Venmo,Fortnightly,2024-05-19
2146,38,Male,Jewelry,Clothing,66,Connecticut,S,Green,Spring,4.7,No,2-Day Shipping,No,No,32,PayPal,Fortnightly,2024-05-19
2154,35,Male,Jewelry,Clothing,42,Kentucky,M,Yellow,Summer,4.6,No,Free Shipping,No,No,31,PayPal,Weekly,2024-05-19
3409,48,Female,Backpack,Clothing,72,Montana,L,Gray,Summer,2.2,No,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly,2024-05-19
2172,39,Male,Backpack,Clothing,53,Missouri,M,Red,Fall,4.5,No,Standard,No,No,9,Cash,Every 3 Months,2024-05-19
794,24,Male,Pants,Clothing,49,Alabama,L,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,16,Credit Card,Weekly,2024-05-19
3399,54,Female,Sunglasses,Clothing,86,Montana,L,Olive,Summer,4.5,No,Express,No,No,44,Cash,Quarterly,2024-05-19
3057,69,Female,T-shirt,Accessories,28,New Jersey,M,Cyan,Spring,3.9,No,Express,No,No,15,Cash,Bi-Weekly,2024-05-19
2053,45,Male,Blouse,Accessories,52,New Hampshire,M,Peach,Spring,4.9,No,Next Day Air,No,No,30,Bank Transfer,Weekly,2024-05-19
3273,58,Female,Pants,Footwear,56,Texas,M,Charcoal,Spring,4.7,No,Store Pickup,No,No,34,PayPal,Quarterly,2024-05-19
2019,60,Male,Pants,Accessories,78,Arkansas,S,Silver,Summer,3.0,No,Store Pickup,No,No,20,Bank Transfer,Annually,2024-05-19
3154,56,Female,Scarf,Clothing,79,Alabama,L,Brown,Summer,2.3,No,2-Day Shipping,No,No,46,Venmo,Fortnightly,2024-05-19
1679,41,Male,Hoodie,Clothing,37,Ohio,S,Silver,Fall,4.6,No,Express,No,No,30,Venmo,Bi-Weekly,2024-05-19
978,20,Male,Scarf,Accessories,64,Washington,M,Violet,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,34,Cash,Weekly,2024-05-19
1041,68,Male,Shoes,Clothing,67,North Carolina,S,Silver,Winter,3.9,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly,2024-05-19
27,38,Male,Sneakers,Accessories,48,Nevada,M,Black,Fall,4.5,Yes,Store Pickup,Yes,Yes,13,Credit Card,Monthly,2024-05-19
977,34,Male,Jacket,Clothing,35,Florida,M,Teal,Fall,4.4,Yes,Next Day Air,Yes,Yes,50,Credit Card,Fortnightly,2024-05-19
937,31,Male,Sneakers,Footwear,90,Maine,M,White,Fall,3.0,Yes,Standard,Yes,Yes,28,Cash,Every 3 Months,2024-05-19
1481,39,Male,Boots,Accessories,97,New Hampshire,M,Indigo,Winter,3.8,No,Free Shipping,Yes,Yes,26,Cash,Monthly,2024-05-19
1558,27,Male,Socks,Accessories,45,South Dakota,L,Indigo,Spring,4.6,No,Express,Yes,Yes,34,PayPal,Quarterly,2024-05-19
1891,36,Male,T-shirt,Accessories,70,Hawaii,M,Lavender,Summer,4.7,No,Next Day Air,No,No,5,Credit Card,Weekly,2024-05-19
3640,26,Female,Jacket,Outerwear,63,Illinois,M,Blue,Summer,3.3,No,Next Day Air,No,No,39,Venmo,Weekly,2024-05-19
1948,59,Male,Backpack,Clothing,54,New York,M,Black,Fall,3.0,No,Free Shipping,No,No,2,PayPal,Quarterly,2024-05-19
1968,37,Male,Backpack,Clothing,61,Georgia,L,Red,Fall,4.0,No,Standard,No,No,4,Venmo,Monthly,2024-05-19
617,29,Male,Backpack,Accessories,45,Pennsylvania,L,Turquoise,Winter,4.1,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually,2024-05-19
432,43,Male,Sunglasses,Accessories,64,New Hampshire,L,Purple,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,33,Cash,Quarterly,2024-05-19
2208,69,Male,Belt,Accessories,46,New Mexico,M,Green,Spring,3.2,No,Free Shipping,No,No,11,Credit Card,Bi-Weekly,2024-05-19
1890,59,Male,Backpack,Clothing,46,North Carolina,L,Olive,Winter,4.3,No,Free Shipping,No,No,27,Bank Transfer,Weekly,2024-05-19
3383,34,Female,Skirt,Clothing,83,Nebraska,M,Indigo,Winter,2.5,No,Express,No,No,2,Bank Transfer,Weekly,2024-05-19
2053,45,Male,Jewelry,Accessories,60,New Hampshire,M,Magenta,Fall,4.1,No,Free Shipping,No,No,30,Bank Transfer,Bi-Weekly,2024-05-19
719,22,Male,Shorts,Clothing,57,Florida,M,Indigo,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,25,Bank Transfer,Bi-Weekly,2024-05-19
2343,20,Male,Jacket,Clothing,65,Tennessee,M,Magenta,Winter,2.7,No,Free Shipping,No,No,16,Debit Card,Weekly,2024-05-19
2930,31,Female,Socks,Clothing,45,Maine,XL,Turquoise,Spring,4.2,No,2-Day Shipping,No,No,42,Venmo,Fortnightly,2024-05-19
324,66,Male,Shorts,Clothing,86,Tennessee,M,Teal,Winter,2.3,Yes,Free Shipping,Yes,Yes,29,PayPal,Annually,2024-05-19
3302,36,Female,Coat,Clothing,70,Oklahoma,XL,Teal,Spring,4.2,No,Next Day Air,No,No,31,Credit Card,Every 3 Months,2024-05-19
2337,19,Male,T-shirt,Accessories,11,California,M,Black,Winter,3.5,No,Free Shipping,No,No,11,Credit Card,Every 3 Months,2024-05-19
3324,54,Female,Shoes,Accessories,50,North Dakota,M,Charcoal,Summer,2.6,No,Next Day Air,No,No,4,Credit Card,Every 3 Months,2024-05-19
3301,26,Female,Sandals,Accessories,81,Oklahoma,M,Brown,Spring,3.5,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly,2024-05-19
359,48,Male,Jewelry,Accessories,80,Minnesota,XL,Gold,Fall,2.4,Yes,Free Shipping,Yes,Yes,36,Credit Card,Fortnightly,2024-05-19
1215,30,Male,Gloves,Outerwear,82,Vermont,M,Indigo,Summer,2.3,No,Standard,Yes,Yes,5,Cash,Monthly,2024-05-19
2506,27,Male,Shirt,Accessories,62,Illinois,M,Orange,Spring,2.2,No,Free Shipping,No,No,43,PayPal,Quarterly,2024-05-19
1289,66,Male,Backpack,Accessories,71,South Dakota,XL,Brown,Fall,2.2,No,Free Shipping,Yes,Yes,34,PayPal,Monthly,2024-05-19
778,55,Male,Sneakers,Clothing,100,Wyoming,XL,Violet,Summer,4.6,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly,2024-05-19
2306,68,Male,Blouse,Accessories,84,Maine,M,Violet,Summer,4.1,No,2-Day Shipping,No,No,47,Cash,Weekly,2024-05-19
2457,59,Male,Handbag,Clothing,92,Nebraska,M,Green,Winter,2.7,No,2-Day Shipping,No,No,5,PayPal,Bi-Weekly,2024-05-19
305,40,Male,Sneakers,Clothing,97,Oregon,M,Maroon,Spring,2.6,Yes,Express,Yes,Yes,45,Credit Card,Weekly,2024-05-19
2411,48,Male,Hat,Footwear,83,Wisconsin,M,Peach,Spring,4.0,No,Standard,No,No,46,PayPal,Monthly,2024-05-19
2263,53,Male,Jeans,Accessories,59,Arizona,M,White,Summer,4.2,No,2-Day Shipping,No,No,50,PayPal,Bi-Weekly,2024-05-20
2950,25,Female,Jacket,Accessories,86,Iowa,M,Magenta,Winter,3.1,No,Next Day Air,No,No,15,PayPal,Weekly,2024-05-20
3313,55,Female,Jacket,Footwear,65,Louisiana,L,Yellow,Fall,4.9,No,Store Pickup,No,No,45,Cash,Every 3 Months,2024-05-20
2877,65,Female,Handbag,Clothing,74,New Mexico,M,Teal,Spring,2.7,No,Express,No,No,5,Bank Transfer,Annually,2024-05-20
3493,48,Female,Shorts,Accessories,33,South Dakota,M,Pink,Summer,3.3,No,2-Day Shipping,No,No,48,Bank Transfer,Bi-Weekly,2024-05-20
3613,47,Female,Jewelry,Footwear,50,Michigan,M,Purple,Spring,2.6,No,Free Shipping,No,No,26,Cash,Weekly,2024-05-20
1589,48,Male,Socks,Accessories,70,Vermont,L,Red,Fall,3.9,No,Free Shipping,Yes,Yes,3,Venmo,Annually,2024-05-20
3543,62,Female,Shoes,Outerwear,52,Idaho,S,Silver,Spring,4.2,No,2-Day Shipping,No,No,5,Venmo,Bi-Weekly,2024-05-20
21,21,Male,Sandals,Clothing,69,Louisiana,M,Magenta,Winter,4.6,Yes,Next Day Air,Yes,Yes,50,Cash,Bi-Weekly,2024-05-20
1936,19,Male,Socks,Clothing,53,North Carolina,XL,Magenta,Fall,3.3,No,Express,No,No,45,Cash,Bi-Weekly,2024-05-20
935,45,Male,Scarf,Clothing,48,Oregon,S,Green,Summer,2.1,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Fortnightly,2024-05-20
3543,62,Female,T-shirt,Outerwear,60,Idaho,S,Blue,Summer,2.9,No,2-Day Shipping,No,No,5,Venmo,Weekly,2024-05-20
930,59,Male,Scarf,Footwear,66,Nebraska,M,Red,Spring,4.8,Yes,Express,Yes,Yes,26,Debit Card,Bi-Weekly,2024-05-20
1888,64,Male,Backpack,Clothing,63,North Dakota,XL,Pink,Fall,4.6,No,2-Day Shipping,No,No,3,PayPal,Every 3 Months,2024-05-20
1555,64,Male,Gloves,Clothing,50,Utah,S,Teal,Summer,2.2,No,Store Pickup,Yes,Yes,18,Cash,Quarterly,2024-05-20
2795,33,Female,Sunglasses,Outerwear,56,New York,M,Blue,Winter,3.4,No,Express,No,No,7,Cash,Bi-Weekly,2024-05-20
1872,56,Male,Skirt,Clothing,52,Illinois,XL,Blue,Winter,4.7,No,Express,No,No,14,Cash,Every 3 Months,2024-05-20
3212,53,Female,Blouse,Clothing,27,Rhode Island,L,Olive,Summer,4.1,No,Store Pickup,No,No,12,Cash,Quarterly,2024-05-20
2522,29,Male,Sunglasses,Accessories,54,Minnesota,M,Indigo,Spring,3.7,No,Free Shipping,No,No,18,PayPal,Bi-Weekly,2024-05-20
3623,46,Female,Shirt,Clothing,54,Wisconsin,M,Lavender,Spring,4.2,No,Store Pickup,No,No,12,Credit Card,Every 3 Months,2024-05-20
3623,46,Female,Sunglasses,Clothing,80,Wisconsin,M,Peach,Summer,3.8,No,Store Pickup,No,No,12,Credit Card,Bi-Weekly,2024-05-20
1814,40,Male,Pants,Clothing,84,Illinois,M,Orange,Summer,4.8,No,Free Shipping,No,No,24,PayPal,Every 3 Months,2024-05-20
1793,38,Male,Backpack,Footwear,42,Iowa,M,Peach,Fall,2.1,No,Store Pickup,No,No,22,Debit Card,Fortnightly,2024-05-20
2829,25,Female,Pants,Accessories,77,Tennessee,L,Yellow,Fall,3.7,No,Next Day Air,No,No,33,PayPal,Monthly,2024-05-20
2490,66,Male,Belt,Outerwear,68,South Dakota,M,Red,Spring,4.0,No,Store Pickup,No,No,50,Venmo,Quarterly,2024-05-20
1514,22,Male,Coat,Clothing,16,Texas,M,Indigo,Spring,2.1,No,Store Pickup,Yes,Yes,27,Cash,Quarterly,2024-05-20
2966,48,Female,Hoodie,Accessories,71,Delaware,M,Indigo,Spring,2.2,No,Express,No,No,25,PayPal,Quarterly,2024-05-20
1730,47,Male,Jeans,Clothing,58,Illinois,M,Gold,Summer,2.0,No,Standard,No,No,12,Venmo,Fortnightly,2024-05-20
3252,25,Female,Hat,Outerwear,63,Nevada,M,Charcoal,Winter,3.1,No,Store Pickup,No,No,39,Venmo,Fortnightly,2024-05-20
117,55,Male,Dress,Footwear,69,Virginia,S,Black,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,12,Venmo,Quarterly,2024-05-20
2576,53,Male,Boots,Clothing,91,Minnesota,M,Green,Winter,4.7,No,Next Day Air,No,No,9,PayPal,Fortnightly,2024-05-20
1446,64,Male,Jewelry,Accessories,36,Arkansas,M,Blue,Summer,3.2,No,Store Pickup,Yes,Yes,24,Credit Card,Every 3 Months,2024-05-20
1381,51,Male,Hoodie,Footwear,54,Massachusetts,S,Lavender,Winter,4.4,No,Next Day Air,Yes,Yes,41,Cash,Annually,2024-05-20
1448,23,Male,Sandals,Clothing,49,New Mexico,S,Orange,Summer,3.9,No,2-Day Shipping,Yes,Yes,25,PayPal,Every 3 Months,2024-05-20
3412,29,Female,Jeans,Footwear,79,New York,L,Violet,Spring,3.6,No,Free Shipping,No,No,45,Cash,Fortnightly,2024-05-20
3362,47,Female,Jewelry,Footwear,51,Florida,M,Purple,Summer,2.6,No,Express,No,No,47,Credit Card,Annually,2024-05-20
3418,54,Female,Boots,Outerwear,48,Massachusetts,M,Purple,Summer,2.4,No,2-Day Shipping,No,No,22,Debit Card,Monthly,2024-05-20
3835,43,Female,Blouse,Clothing,67,Tennessee,M,White,Summer,4.0,No,2-Day Shipping,No,No,17,Cash,Monthly,2024-05-20
1369,21,Male,Sneakers,Clothing,89,Wisconsin,L,Olive,Winter,2.6,No,2-Day Shipping,Yes,Yes,2,Cash,Quarterly,2024-05-20
1700,20,Male,Jeans,Clothing,30,North Dakota,L,Brown,Fall,2.9,No,Express,No,No,34,Debit Card,Quarterly,2024-05-20
3276,43,Female,Dress,Clothing,68,Alabama,XL,Teal,Summer,3.0,No,Store Pickup,No,No,2,Debit Card,Quarterly,2024-05-20
2070,36,Male,Coat,Clothing,65,Texas,M,Yellow,Spring,2.5,No,Next Day Air,No,No,3,Debit Card,Every 3 Months,2024-05-20
3197,24,Female,Shoes,Accessories,70,Wisconsin,L,Beige,Summer,4.2,No,Store Pickup,No,No,21,Debit Card,Annually,2024-05-20
3795,44,Female,Sunglasses,Accessories,67,South Dakota,M,Gray,Spring,2.3,No,Next Day Air,No,No,27,Venmo,Weekly,2024-05-20
2737,44,Female,T-shirt,Clothing,31,Montana,M,Peach,Summer,2.4,No,Free Shipping,No,No,45,Credit Card,Weekly,2024-05-20
497,30,Male,Dress,Clothing,38,California,S,Gray,Spring,4.3,Yes,Express,Yes,Yes,31,Venmo,Quarterly,2024-05-20
630,26,Male,Jeans,Footwear,14,Vermont,L,Purple,Winter,3.9,Yes,Free Shipping,Yes,Yes,11,Debit Card,Annually,2024-05-20
3805,37,Female,Shirt,Accessories,54,Florida,M,Red,Spring,4.8,No,Free Shipping,No,No,45,Cash,Bi-Weekly,2024-05-20
3806,48,Female,Socks,Accessories,58,New Jersey,M,Beige,Winter,2.7,No,Free Shipping,No,No,31,Credit Card,Bi-Weekly,2024-05-20
2889,70,Female,Jacket,Clothing,63,Wisconsin,L,Maroon,Summer,4.9,No,2-Day Shipping,No,No,25,Debit Card,Weekly,2024-05-20
1196,25,Male,Blouse,Accessories,64,Texas,M,Gold,Winter,2.1,No,Free Shipping,Yes,Yes,33,Venmo,Every 3 Months,2024-05-20
1180,20,Male,Skirt,Clothing,76,Indiana,M,Cyan,Summer,3.0,No,Next Day Air,Yes,Yes,44,Bank Transfer,Every 3 Months,2024-05-20
874,51,Male,Jeans,Footwear,40,Mississippi,M,Yellow,Winter,4.2,Yes,Express,Yes,Yes,24,Venmo,Quarterly,2024-05-20
2236,40,Male,Scarf,Clothing,47,Illinois,M,Brown,Spring,2.6,No,Free Shipping,No,No,44,Credit Card,Annually,2024-05-20
597,23,Male,Hat,Footwear,113,Montana,XL,Purple,Winter,2.6,Yes,Store Pickup,Yes,Yes,36,Venmo,Bi-Weekly,2024-05-20
3284,47,Female,Pants,Outerwear,89,North Carolina,L,Peach,Spring,3.3,No,2-Day Shipping,No,No,10,Debit Card,Annually,2024-05-20
499,43,Male,Sweater,Footwear,40,Iowa,M,Gray,Summer,4.3,Yes,Standard,Yes,Yes,27,Bank Transfer,Monthly,2024-05-21
1003,55,Male,Shirt,Footwear,86,North Dakota,M,Gray,Summer,2.8,Yes,Next Day Air,Yes,Yes,3,Bank Transfer,Fortnightly,2024-05-21
3562,63,Female,Gloves,Footwear,56,North Carolina,L,Orange,Fall,4.7,No,Next Day Air,No,No,39,Credit Card,Monthly,2024-05-21
3287,45,Female,Backpack,Outerwear,43,Illinois,L,Charcoal,Summer,2.1,No,Store Pickup,No,No,4,Venmo,Weekly,2024-05-21
1779,49,Male,Socks,Accessories,75,Texas,M,Lavender,Spring,4.1,No,2-Day Shipping,No,No,8,Debit Card,Quarterly,2024-05-21
788,53,Male,Blouse,Accessories,37,Michigan,S,Lavender,Winter,5.0,Yes,Free Shipping,Yes,Yes,25,Venmo,Annually,2024-05-21
151,35,Male,Shoes,Footwear,97,California,L,Yellow,Spring,2.9,Yes,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly,2024-05-21
84,36,Male,Sandals,Clothing,49,Texas,M,Brown,Winter,3.7,Yes,Standard,Yes,Yes,34,Bank Transfer,Bi-Weekly,2024-05-21
3867,58,Female,Scarf,Accessories,82,Alaska,M,Purple,Summer,4.9,No,2-Day Shipping,No,No,33,Credit Card,Weekly,2024-05-21
679,27,Male,Belt,Clothing,77,Maine,M,White,Spring,5.0,Yes,Store Pickup,Yes,Yes,25,Debit Card,Bi-Weekly,2024-05-21
2707,24,Female,Boots,Footwear,73,Alabama,S,Orange,Fall,2.6,No,Free Shipping,No,No,48,Debit Card,Every 3 Months,2024-05-21
3351,45,Female,Belt,Accessories,60,Mississippi,S,Magenta,Winter,3.5,No,Store Pickup,No,No,15,Cash,Every 3 Months,2024-05-21
2091,51,Male,Shorts,Clothing,67,Massachusetts,S,Beige,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly,2024-05-21
3453,26,Female,Pants,Outerwear,68,Oklahoma,M,Magenta,Winter,2.7,No,Store Pickup,No,No,3,Venmo,Quarterly,2024-05-21
1649,36,Male,Socks,Clothing,50,Oklahoma,M,Charcoal,Summer,2.6,No,Store Pickup,Yes,Yes,22,Credit Card,Every 3 Months,2024-05-21
2034,57,Male,Dress,Clothing,89,Illinois,L,Cyan,Spring,4.9,No,Express,No,No,33,Venmo,Quarterly,2024-05-21
2747,39,Female,Pants,Clothing,38,Ohio,M,Violet,Fall,4.1,No,Next Day Air,No,No,21,PayPal,Monthly,2024-05-21
2748,18,Female,Hat,Clothing,54,West Virginia,M,Charcoal,Summer,2.6,No,Store Pickup,No,No,21,Credit Card,Fortnightly,2024-05-21
341,40,Male,Blouse,Clothing,72,New Jersey,L,Blue,Summer,4.6,Yes,Standard,Yes,Yes,39,Venmo,Monthly,2024-05-21
428,58,Male,Hoodie,Accessories,65,Illinois,L,Cyan,Summer,4.4,Yes,Standard,Yes,Yes,6,Credit Card,Weekly,2024-05-21
429,21,Male,Pants,Outerwear,64,Wyoming,XL,Beige,Spring,2.0,Yes,Next Day Air,Yes,Yes,2,Debit Card,Quarterly,2024-05-21
3485,44,Female,Hoodie,Clothing,46,Illinois,L,Gray,Summer,3.9,No,Standard,No,No,13,Credit Card,Annually,2024-05-21
96,37,Male,Pants,Footwear,20,Missouri,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Quarterly,2024-05-21
3231,49,Female,T-shirt,Footwear,43,Kansas,M,Maroon,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Annually,2024-05-21
2454,21,Male,Backpack,Clothing,25,Iowa,XL,Gray,Winter,3.9,No,Store Pickup,No,No,13,Cash,Fortnightly,2024-05-21
435,50,Male,Scarf,Footwear,70,Oklahoma,L,Beige,Spring,4.0,Yes,Store Pickup,Yes,Yes,39,PayPal,Quarterly,2024-05-21
732,43,Male,Sneakers,Outerwear,66,Arkansas,M,Teal,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,PayPal,Every 3 Months,2024-05-21
191,65,Male,Jacket,Outerwear,53,Indiana,XL,Brown,Fall,2.3,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,2024-05-21
317,36,Male,Backpack,Accessories,26,California,M,Orange,Spring,3.4,Yes,Standard,Yes,Yes,46,Venmo,Quarterly,2024-05-21
2627,50,Male,Dress,Outerwear,57,Rhode Island,XL,Turquoise,Summer,4.8,No,2-Day Shipping,No,No,30,Credit Card,Quarterly,2024-05-21
1021,24,Male,Backpack,Accessories,45,Delaware,M,Orange,Winter,4.2,Yes,Next Day Air,Yes,Yes,41,Debit Card,Bi-Weekly,2024-05-21
1241,41,Male,Shorts,Accessories,40,New Jersey,L,Maroon,Spring,3.2,No,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,2024-05-21
1421,22,Male,Blouse,Clothing,39,California,XL,Indigo,Winter,2.9,No,Next Day Air,Yes,Yes,45,PayPal,Quarterly,2024-05-21
1038,52,Male,Backpack,Accessories,39,Rhode Island,XL,Red,Fall,4.5,Yes,Store Pickup,Yes,Yes,48,Debit Card,Quarterly,2024-05-21
60,63,Male,Hat,Accessories,72,Louisiana,L,Beige,Fall,4.5,Yes,Standard,Yes,Yes,4,Debit Card,Weekly,2024-05-21
3699,25,Female,Jacket,Clothing,70,California,XL,Red,Summer,3.8,No,Standard,No,No,4,Venmo,Monthly,2024-05-21
1090,40,Male,Sweater,Accessories,22,Arizona,M,Yellow,Spring,4.5,No,Store Pickup,Yes,Yes,33,PayPal,Annually,2024-05-21
594,67,Male,Pants,Outerwear,84,Alaska,S,Red,Summer,5.0,Yes,Express,Yes,Yes,9,PayPal,Quarterly,2024-05-21
1597,42,Male,Hoodie,Accessories,72,Mississippi,S,Purple,Summer,4.3,No,Standard,Yes,Yes,15,Debit Card,Fortnightly,2024-05-21
1509,35,Male,Handbag,Clothing,49,Colorado,L,Yellow,Spring,3.3,No,Next Day Air,Yes,Yes,3,Cash,Every 3 Months,2024-05-21
215,24,Male,Sweater,Outerwear,21,Hawaii,L,Brown,Fall,4.9,Yes,Free Shipping,Yes,Yes,41,Cash,Monthly,2024-05-21
1268,47,Male,Blouse,Clothing,45,Oregon,S,Gold,Summer,4.0,No,2-Day Shipping,Yes,Yes,41,Cash,Every 3 Months,2024-05-21
2867,54,Female,Skirt,Clothing,57,Connecticut,S,Purple,Fall,2.6,No,2-Day Shipping,No,No,19,Cash,Annually,2024-05-21
1641,65,Male,T-shirt,Accessories,45,Tennessee,S,Silver,Spring,3.4,No,Store Pickup,Yes,Yes,13,PayPal,Quarterly,2024-05-21
3162,66,Female,Blouse,Clothing,45,Massachusetts,S,Maroon,Winter,3.4,No,2-Day Shipping,No,No,43,Cash,Every 3 Months,2024-05-21
1359,19,Male,Jacket,Accessories,52,Nebraska,XL,Charcoal,Fall,3.3,No,Free Shipping,Yes,Yes,25,Venmo,Monthly,2024-05-21
526,51,Male,Blouse,Outerwear,38,Iowa,M,Beige,Winter,2.6,Yes,Store Pickup,Yes,Yes,41,Debit Card,Monthly,2024-05-21
3497,39,Female,Blouse,Footwear,59,Idaho,M,Turquoise,Winter,4.3,No,2-Day Shipping,No,No,22,PayPal,Monthly,2024-05-22
2216,25,Male,Jewelry,Footwear,84,West Virginia,M,Red,Summer,3.9,No,Store Pickup,No,No,28,Credit Card,Annually,2024-05-22
3209,61,Female,Scarf,Accessories,95,Indiana,L,Indigo,Spring,4.6,No,Store Pickup,No,No,42,PayPal,Annually,2024-05-22
1387,68,Male,Jacket,Outerwear,87,Oregon,M,Green,Fall,4.2,No,Store Pickup,Yes,Yes,4,Debit Card,Monthly,2024-05-22
2385,24,Male,Handbag,Clothing,66,Alabama,L,Beige,Spring,4.6,No,Express,No,No,40,PayPal,Bi-Weekly,2024-05-22
646,62,Male,Coat,Clothing,67,Oklahoma,S,Olive,Winter,2.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Weekly,2024-05-22
1205,67,Male,Coat,Accessories,72,Florida,M,Gold,Winter,3.5,No,Express,Yes,Yes,20,Credit Card,Fortnightly,2024-05-22
179,61,Male,Skirt,Clothing,65,Idaho,L,Pink,Spring,3.3,Yes,Free Shipping,Yes,Yes,21,PayPal,Quarterly,2024-05-22
2405,28,Male,Dress,Clothing,68,West Virginia,L,Lavender,Summer,2.6,No,Store Pickup,No,No,23,Credit Card,Monthly,2024-05-22
3629,53,Female,Handbag,Clothing,39,Georgia,L,Charcoal,Spring,4.8,No,Store Pickup,No,No,35,Credit Card,Bi-Weekly,2024-05-22
569,44,Male,Jeans,Clothing,67,Utah,L,Brown,Winter,3.3,Yes,Next Day Air,Yes,Yes,36,PayPal,Annually,2024-05-22
126,49,Male,Sneakers,Clothing,61,California,M,Olive,Summer,4.2,Yes,Free Shipping,Yes,Yes,45,Venmo,Quarterly,2024-05-22
